0,57.0
1,50.0
2,85.0
3,62.0
4,78.0
5,39.0
6,58.0
7,65.0
8,15.0
9,22.0
10,34.0
11,79.0
12,19.0
13,92.0
14,94.0
15,21.0
16,30.0
17,11.0
18,32.0
19,7.0
20,7.0
0,52.0
1,68.0
2,134.0
3,49.0
4,101.0
5,55.0
6,67.0
7,40.0
8,61.0
9,11.0
10,52.0
11,100.0
12,22.0
13,34.0
0,14.0
0,18.0
1,51.0
2,28.0
3,15.0
4,37.0
5,15.0
6,24.0
7,18.0
8,17.0
9,8.0
10,14.0
11,6.0
12,8.0
13,21.0
14,10.0
15,11.0
16,14.0
17,14.0
