CMDLINE /home/mamm/anaconda3/envs/agar/bin/python test_dqn.py
MEM 1385.515625 1738821408.7632
MEM 1417.515625 1738821408.8635
MEM 1465.640625 1738821408.9637
MEM 1486.390625 1738821409.0659
MEM 1494.890625 1738821409.1670
MEM 1501.015625 1738821409.2685
MEM 1510.265625 1738821409.3688
MEM 1517.265625 1738821409.4712
MEM 1525.265625 1738821409.5720
MEM 1531.390625 1738821409.6729
MEM 1544.640625 1738821409.7738
MEM 1550.890625 1738821409.8740
MEM 1563.890625 1738821409.9758
MEM 1572.640625 1738821410.0775
MEM 1577.640625 1738821410.1782
MEM 1579.890625 1738821410.2790
MEM 1586.640625 1738821410.3811
MEM 1595.265625 1738821410.4814
MEM 1601.765625 1738821410.5816
MEM 1602.640625 1738821410.6819
MEM 1609.765625 1738821410.7822
MEM 1609.765625 1738821410.8824
MEM 1617.890625 1738821410.9827
MEM 1617.890625 1738821411.0852
MEM 1625.265625 1738821411.1855
MEM 1625.765625 1738821411.2857
MEM 1632.515625 1738821411.3860
MEM 1633.890625 1738821411.4862
MEM 1641.890625 1738821411.5865
MEM 1649.390625 1738821411.6867
MEM 1657.765625 1738821411.7870
MEM 1658.015625 1738821411.8872
MEM 1672.390625 1738821411.9875
MEM 1684.515625 1738821412.0877
MEM 1698.015625 1738821412.1880
MEM 1698.765625 1738821412.2894
MEM 1698.765625 1738821412.3906
MEM 1698.765625 1738821412.4909
MEM 1707.140625 1738821412.5918
MEM 1707.140625 1738821412.6921
MEM 1707.140625 1738821412.7924
MEM 1707.140625 1738821412.8940
MEM 1707.265625 1738821412.9949
MEM 1707.265625 1738821413.0972
MEM 1707.265625 1738821413.1975
MEM 1707.265625 1738821413.2994
MEM 1707.265625 1738821413.3997
MEM 1707.265625 1738821413.5000
MEM 1707.265625 1738821413.6017
MEM 1707.265625 1738821413.7019
MEM 1707.265625 1738821413.8043
MEM 1707.265625 1738821413.9054
MEM 1707.265625 1738821414.0061
MEM 1707.265625 1738821414.1064
MEM 1707.265625 1738821414.2066
MEM 1707.265625 1738821414.3069
MEM 1707.265625 1738821414.4072
MEM 1707.265625 1738821414.5075
MEM 1707.265625 1738821414.6081
MEM 1707.265625 1738821414.7084
MEM 1707.265625 1738821414.8087
MEM 1707.265625 1738821414.9095
MEM 1707.265625 1738821415.0100
MEM 1707.265625 1738821415.1103
MEM 1707.265625 1738821415.2111
MEM 1707.265625 1738821415.3121
MEM 1707.265625 1738821415.4136
MEM 1707.265625 1738821415.5143
MEM 1707.265625 1738821415.6146
MEM 1707.265625 1738821415.7148
MEM 1707.265625 1738821415.8153
MEM 1707.265625 1738821415.9179
MEM 1707.265625 1738821416.0181
MEM 1707.265625 1738821416.1184
MEM 1707.265625 1738821416.2186
MEM 1707.265625 1738821416.3189
MEM 1707.265625 1738821416.4191
MEM 1707.265625 1738821416.5209
MEM 1707.265625 1738821416.6215
MEM 1707.265625 1738821416.7218
MEM 1707.265625 1738821416.8221
MEM 1707.265625 1738821416.9225
MEM 1707.265625 1738821417.0233
MEM 1707.265625 1738821417.1236
MEM 1707.265625 1738821417.2259
MEM 1707.265625 1738821417.3261
MEM 1707.265625 1738821417.4278
MEM 1707.265625 1738821417.5280
MEM 1707.265625 1738821417.6311
MEM 1707.390625 1738821417.7314
MEM 1707.390625 1738821417.8316
MEM 1707.390625 1738821417.9319
MEM 1707.390625 1738821418.0321
MEM 1707.390625 1738821418.1333
MEM 1707.390625 1738821418.2361
MEM 1707.390625 1738821418.3364
MEM 1707.390625 1738821418.4367
MEM 1707.390625 1738821418.5370
MEM 1707.390625 1738821418.6373
MEM 1707.390625 1738821418.7376
MEM 1707.390625 1738821418.8382
MEM 1707.515625 1738821418.9384
MEM 1707.515625 1738821419.0406
MEM 1707.515625 1738821419.1408
MEM 1707.515625 1738821419.2411
MEM 1707.515625 1738821419.3414
MEM 1707.515625 1738821419.4418
MEM 1707.515625 1738821419.5437
MEM 1707.515625 1738821419.6454
MEM 1707.515625 1738821419.7469
MEM 1707.515625 1738821419.8471
MEM 1707.515625 1738821419.9477
MEM 1707.515625 1738821420.0482
MEM 1707.515625 1738821420.1501
MEM 1707.515625 1738821420.2504
MEM 1707.515625 1738821420.3507
MEM 1707.515625 1738821420.4509
MEM 1707.515625 1738821420.5511
MEM 1707.515625 1738821420.6514
MEM 1707.515625 1738821420.7516
MEM 1707.515625 1738821420.8520
MEM 1707.515625 1738821420.9532
MEM 1707.515625 1738821421.0545
MEM 1707.515625 1738821421.1560
MEM 1707.515625 1738821421.2565
MEM 1707.515625 1738821421.3567
MEM 1707.515625 1738821421.4576
MEM 1707.515625 1738821421.5584
MEM 1707.515625 1738821421.6593
MEM 1707.515625 1738821421.7609
MEM 1707.515625 1738821421.8612
MEM 1707.515625 1738821421.9614
MEM 1707.515625 1738821422.0617
MEM 1707.515625 1738821422.1619
MEM 1707.515625 1738821422.2621
MEM 1707.515625 1738821422.3632
MEM 1707.515625 1738821422.4651
MEM 1707.515625 1738821422.5671
MEM 1707.515625 1738821422.6674
MEM 1707.515625 1738821422.7677
MEM 1707.515625 1738821422.8680
MEM 1707.640625 1738821422.9682
MEM 1707.640625 1738821423.0691
MEM 1707.640625 1738821423.1700
MEM 1707.640625 1738821423.2703
MEM 1707.640625 1738821423.3719
MEM 1707.640625 1738821423.4723
MEM 1707.640625 1738821423.5725
MEM 1707.640625 1738821423.6738
MEM 1707.640625 1738821423.7740
MEM 1707.640625 1738821423.8767
MEM 1707.640625 1738821423.9770
MEM 1707.640625 1738821424.0772
MEM 1707.640625 1738821424.1790
MEM 1707.640625 1738821424.2793
MEM 1707.640625 1738821424.3795
MEM 1707.640625 1738821424.4806
MEM 1707.640625 1738821424.5817
MEM 1707.640625 1738821424.6834
MEM 1707.640625 1738821424.7836
MEM 1707.640625 1738821424.8839
MEM 1707.640625 1738821424.9854
MEM 1707.640625 1738821425.0860
MEM 1707.640625 1738821425.1895
MEM 1707.640625 1738821425.2898
MEM 1707.640625 1738821425.3900
MEM 1707.640625 1738821425.4903
MEM 1707.640625 1738821425.5906
MEM 1707.640625 1738821425.6908
MEM 1707.640625 1738821425.7911
MEM 1707.640625 1738821425.8913
MEM 1707.640625 1738821425.9916
MEM 1707.640625 1738821426.0919
MEM 1707.640625 1738821426.1921
MEM 1707.640625 1738821426.2924
MEM 1707.640625 1738821426.3933
MEM 1707.640625 1738821426.4936
MEM 1707.640625 1738821426.5938
MEM 1707.640625 1738821426.6948
MEM 1707.640625 1738821426.7951
MEM 1707.640625 1738821426.8961
MEM 1707.640625 1738821426.9968
MEM 1707.640625 1738821427.0978
MEM 1707.640625 1738821427.1985
MEM 1707.640625 1738821427.2997
MEM 1707.640625 1738821427.4000
MEM 1707.640625 1738821427.5002
MEM 1707.640625 1738821427.6005
MEM 1707.640625 1738821427.7007
MEM 1707.640625 1738821427.8021
MEM 1707.640625 1738821427.9031
MEM 1707.640625 1738821428.0033
MEM 1707.640625 1738821428.1036
MEM 1707.640625 1738821428.2067
MEM 1707.765625 1738821428.3094
MEM 1707.765625 1738821428.4096
MEM 1707.765625 1738821428.5099
MEM 1707.765625 1738821428.6112
MEM 1707.765625 1738821428.7131
MEM 1707.765625 1738821428.8134
MEM 1707.765625 1738821428.9161
MEM 1707.765625 1738821429.0164
MEM 1707.765625 1738821429.1166
MEM 1707.890625 1738821429.2169
MEM 1707.890625 1738821429.3174
MEM 1707.890625 1738821429.4176
MEM 1707.890625 1738821429.5197
MEM 1707.890625 1738821429.6211
MEM 1707.890625 1738821429.7214
MEM 1707.890625 1738821429.8217
MEM 1707.890625 1738821429.9219
MEM 1707.890625 1738821430.0222
MEM 1707.890625 1738821430.1234
MEM 1707.890625 1738821430.2241
MEM 1707.890625 1738821430.3248
MEM 1707.890625 1738821430.4255
MEM 1707.890625 1738821430.5258
MEM 1707.890625 1738821430.6281
MEM 1707.890625 1738821430.7284
MEM 1707.890625 1738821430.8287
MEM 1707.890625 1738821430.9289
MEM 1707.890625 1738821431.0293
MEM 1707.890625 1738821431.1295
MEM 1707.890625 1738821431.2298
MEM 1707.890625 1738821431.3300
MEM 1707.890625 1738821431.4313
MEM 1707.890625 1738821431.5325
MEM 1707.890625 1738821431.6328
MEM 1707.890625 1738821431.7331
MEM 1707.890625 1738821431.8353
MEM 1707.890625 1738821431.9356
MEM 1707.890625 1738821432.0358
MEM 1707.890625 1738821432.1361
MEM 1707.890625 1738821432.2363
MEM 1707.890625 1738821432.3366
MEM 1707.890625 1738821432.4368
MEM 1707.890625 1738821432.5377
MEM 1707.890625 1738821432.6379
MEM 1707.890625 1738821432.7384
MEM 1707.890625 1738821432.8405
MEM 1716.015625 1738821432.9407
MEM 1716.015625 1738821433.0431
MEM 1716.015625 1738821433.1434
MEM 1716.140625 1738821433.2436
MEM 1716.140625 1738821433.3442
MEM 1716.140625 1738821433.4445
MEM 1716.140625 1738821433.5447
MEM 1724.015625 1738821433.6471
MEM 1724.140625 1738821433.7473
MEM 1732.265625 1738821433.8491
MEM 1732.265625 1738821433.9494
MEM 1732.265625 1738821434.0497
MEM 1740.390625 1738821434.1511
MEM 1740.390625 1738821434.2541
MEM 1740.390625 1738821434.3545
MEM 1740.515625 1738821434.4548
MEM 1748.515625 1738821434.5557
MEM 1748.515625 1738821434.6560
MEM 1748.515625 1738821434.7592
MEM 1748.515625 1738821434.8595
MEM 1748.515625 1738821434.9597
MEM 1748.515625 1738821435.0604
MEM 1748.515625 1738821435.1609
MEM 1748.640625 1738821435.2621
MEM 1748.640625 1738821435.3624
MEM 1748.640625 1738821435.4627
MEM 1750.890625 1738821435.5630
MEM 1756.640625 1738821435.6633
MEM 1756.640625 1738821435.7638
MEM 1756.640625 1738821435.8663
MEM 1756.640625 1738821435.9669
MEM 1756.640625 1738821436.0671
MEM 1756.640625 1738821436.1680
MEM 1756.640625 1738821436.2689
MEM 1756.640625 1738821436.3692
MEM 1756.640625 1738821436.4694
MEM 1756.640625 1738821436.5697
MEM 1756.640625 1738821436.6699
MEM 1756.640625 1738821436.7701
MEM 1756.640625 1738821436.8704
MEM 1756.640625 1738821436.9716
MEM 1756.640625 1738821437.0727
MEM 1756.640625 1738821437.1729
MEM 1764.765625 1738821437.2731
MEM 1764.765625 1738821437.3734
MEM 1764.765625 1738821437.4743
MEM 1764.765625 1738821437.5746
MEM 1764.765625 1738821437.6748
MEM 1764.765625 1738821437.7769
MEM 1781.015625 1738821437.8771
MEM 1781.140625 1738821437.9774
MEM 1781.140625 1738821438.0776
MEM 1787.890625 1738821438.1791
MEM 1789.265625 1738821438.2794
MEM 1789.265625 1738821438.3796
MEM 1789.265625 1738821438.4800
MEM 1797.390625 1738821438.5802
MEM 1797.390625 1738821438.6824
MEM 1797.390625 1738821438.7831
MEM 1797.390625 1738821438.8841
MEM 1805.390625 1738821438.9843
MEM 1805.390625 1738821439.0846
MEM 1805.390625 1738821439.1853
MEM 1805.390625 1738821439.2856
MEM 1805.515625 1738821439.3859
MEM 1805.515625 1738821439.4861
MEM 1805.515625 1738821439.5864
MEM 1813.515625 1738821439.6880
MEM 1813.515625 1738821439.7882
MEM 1813.515625 1738821439.8895
MEM 1813.515625 1738821439.9910
MEM 1813.515625 1738821440.0924
MEM 1813.515625 1738821440.1931
MEM 1815.765625 1738821440.2934
MEM 1821.640625 1738821440.3939
MEM 1821.640625 1738821440.4968
MEM 1821.640625 1738821440.5971
MEM 1821.640625 1738821440.6983
MEM 1821.640625 1738821440.8011
MEM 1821.640625 1738821440.9014
MEM 1821.640625 1738821441.0017
MEM 1821.640625 1738821441.1019
MEM 1821.640625 1738821441.2021
MEM 1821.640625 1738821441.3024
MEM 1821.640625 1738821441.4027
MEM 1821.640625 1738821441.5051
MEM 1821.640625 1738821441.6054
MEM 1821.640625 1738821441.7056
MEM 1821.640625 1738821441.8059
MEM 1821.640625 1738821441.9061
MEM 1821.640625 1738821442.0064
MEM 1821.640625 1738821442.1067
MEM 1821.640625 1738821442.2069
MEM 1821.640625 1738821442.3071
MEM 1821.640625 1738821442.4074
MEM 1821.640625 1738821442.5076
MEM 1821.765625 1738821442.6085
MEM 1821.765625 1738821442.7087
MEM 1821.765625 1738821442.8117
MEM 1821.765625 1738821442.9120
MEM 1821.765625 1738821443.0261
MEM 1822.015625 1738821443.1266
MEM 1829.640625 1738821443.2269
MEM 1829.640625 1738821443.3271
MEM 1829.640625 1738821443.4274
MEM 1829.640625 1738821443.5281
MEM 1829.640625 1738821443.6311
MEM 1829.640625 1738821443.7313
MEM 1829.640625 1738821443.8321
MEM 1829.765625 1738821443.9324
MEM 1829.765625 1738821444.0326
MEM 1837.765625 1738821444.1329
MEM 1837.765625 1738821444.2342
MEM 1837.765625 1738821444.3344
MEM 1845.890625 1738821444.4347
MEM 1845.890625 1738821444.5350
MEM 1854.015625 1738821444.6352
MEM 1854.015625 1738821444.7365
MEM 1862.140625 1738821444.8377
MEM 1862.140625 1738821444.9380
MEM 1862.140625 1738821445.0458
MEM 1862.140625 1738821445.1482
MEM 1862.140625 1738821445.2484
MEM 1862.140625 1738821445.3487
MEM 1862.140625 1738821445.4490
MEM 1862.140625 1738821445.5493
MEM 1862.140625 1738821445.6495
MEM 1862.140625 1738821445.7521
MEM 1862.265625 1738821445.8524
MEM 1868.765625 1738821445.9527
MEM 1870.265625 1738821446.0537
MEM 1870.265625 1738821446.1540
MEM 1870.265625 1738821446.2556
MEM 1870.265625 1738821446.3558
MEM 1870.265625 1738821446.4561
MEM 1870.265625 1738821446.5563
MEM 1870.265625 1738821446.6566
MEM 1870.265625 1738821446.7568
MEM 1870.265625 1738821446.8571
MEM 1870.265625 1738821446.9574
MEM 1870.265625 1738821447.0576
MEM 1870.265625 1738821447.1598
MEM 1870.265625 1738821447.2601
MEM 1870.265625 1738821447.3624
MEM 1870.265625 1738821447.4648
MEM 1870.265625 1738821447.5661
MEM 1870.265625 1738821447.6664
MEM 1878.390625 1738821447.7666
MEM 1878.390625 1738821447.8669
MEM 1878.390625 1738821447.9672
MEM 1878.390625 1738821448.0696
MEM 1886.515625 1738821448.1708
MEM 1886.515625 1738821448.2711
MEM 1886.515625 1738821448.3738
MEM 1894.640625 1738821448.4758
MEM 1894.640625 1738821448.5761
MEM 1894.765625 1738821448.6771
MEM 1902.765625 1738821448.7774
MEM 1902.765625 1738821448.8777
MEM 1902.890625 1738821448.9779
MEM 1910.890625 1738821449.0797
MEM 1910.890625 1738821449.1804
MEM 1910.890625 1738821449.2806
MEM 1919.015625 1738821449.3825
MEM 1919.015625 1738821449.4830
MEM 1919.140625 1738821449.5832
MEM 1927.140625 1738821449.6836
MEM 1927.140625 1738821449.7850
MEM 1927.140625 1738821449.8853
MEM 1935.265625 1738821449.9856
MEM 1935.265625 1738821450.0859
MEM 1935.265625 1738821450.1875
MEM 1935.265625 1738821450.2893
MEM 1935.265625 1738821450.3896
MEM 1935.265625 1738821450.4913
MEM 1935.265625 1738821450.5916
MEM 1935.265625 1738821450.6932
MEM 1935.265625 1738821450.7935
MEM 1935.265625 1738821450.8937
MEM 1935.265625 1738821450.9940
MEM 1935.265625 1738821451.0943
MEM 1935.265625 1738821451.1945
MEM 1935.265625 1738821451.2948
MEM 1935.265625 1738821451.3964
MEM 1935.390625 1738821451.4976
MEM 1937.140625 1738821451.6005
MEM 1943.515625 1738821451.7035
MEM 1943.515625 1738821451.8037
MEM 1943.515625 1738821451.9051
MEM 1943.515625 1738821452.0054
MEM 1943.515625 1738821452.1057
MEM 1943.515625 1738821452.2059
MEM 1943.640625 1738821452.3061
MEM 1943.640625 1738821452.4064
MEM 1943.640625 1738821452.5066
MEM 1943.640625 1738821452.6069
MEM 1943.640625 1738821452.7071
MEM 1943.640625 1738821452.8089
MEM 1943.640625 1738821452.9111
MEM 1943.640625 1738821453.0127
MEM 1943.640625 1738821453.1130
MEM 1943.640625 1738821453.2132
MEM 1943.640625 1738821453.3135
MEM 1951.390625 1738821453.4149
MEM 1951.390625 1738821453.5162
MEM 1951.390625 1738821453.6164
MEM 1951.390625 1738821453.7167
MEM 1951.390625 1738821453.8169
MEM 1951.390625 1738821453.9171
MEM 1951.390625 1738821454.0176
MEM 1951.390625 1738821454.1182
MEM 1951.390625 1738821454.2185
MEM 1951.390625 1738821454.3198
MEM 1951.390625 1738821454.4208
MEM 1951.390625 1738821454.5224
MEM 1951.390625 1738821454.6227
MEM 1951.390625 1738821454.7235
MEM 1951.390625 1738821454.8239
MEM 1951.390625 1738821454.9254
MEM 1951.390625 1738821455.0257
MEM 1951.390625 1738821455.1261
MEM 1951.390625 1738821455.2285
MEM 1951.390625 1738821455.3321
MEM 1951.390625 1738821455.4324
MEM 1951.390625 1738821455.5327
MEM 1954.140625 1738821455.6329
MEM 1959.515625 1738821455.7331
MEM 1959.515625 1738821455.8334
MEM 1959.515625 1738821455.9353
MEM 1959.515625 1738821456.0366
MEM 1959.515625 1738821456.1369
MEM 1959.515625 1738821456.2371
MEM 1959.515625 1738821456.3374
MEM 1959.515625 1738821456.4377
MEM 1959.515625 1738821456.5401
MEM 1959.515625 1738821456.6404
MEM 1959.515625 1738821456.7407
MEM 1959.515625 1738821456.8409
MEM 1959.515625 1738821456.9412
MEM 1959.515625 1738821457.0414
MEM 1959.515625 1738821457.1424
MEM 1959.515625 1738821457.2426
MEM 1959.515625 1738821457.3429
MEM 1959.515625 1738821457.4431
MEM 1967.765625 1738821457.5434
MEM 1967.765625 1738821457.6450
MEM 1967.765625 1738821457.7471
MEM 1967.765625 1738821457.8474
MEM 1967.765625 1738821457.9476
MEM 1967.765625 1738821458.0478
MEM 1967.765625 1738821458.1481
MEM 1967.765625 1738821458.2485
MEM 1967.765625 1738821458.3498
MEM 1967.765625 1738821458.4500
MEM 1967.765625 1738821458.5515
MEM 1967.765625 1738821458.6517
MEM 1975.765625 1738821458.7521
MEM 1975.765625 1738821458.8524
MEM 1975.765625 1738821458.9527
MEM 1983.890625 1738821459.0529
MEM 1983.890625 1738821459.1531
MEM 1983.890625 1738821459.2534
MEM 1983.890625 1738821459.3536
MEM 1991.890625 1738821459.4555
MEM 1991.890625 1738821459.5557
MEM 1991.890625 1738821459.6563
MEM 2000.015625 1738821459.7566
MEM 2000.015625 1738821459.8597
MEM 2000.015625 1738821459.9601
MEM 2008.015625 1738821460.0615
MEM 2008.015625 1738821460.1627
MEM 2008.015625 1738821460.2630
MEM 2008.140625 1738821460.3638
MEM 2016.390625 1738821460.4641
MEM 2016.390625 1738821460.5643
MEM 2016.390625 1738821460.6653
MEM 2016.390625 1738821460.7663
MEM 2016.390625 1738821460.8690
MEM 2016.390625 1738821460.9693
MEM 2016.390625 1738821461.0695
MEM 2016.390625 1738821461.1698
MEM 2016.390625 1738821461.2701
MEM 2016.390625 1738821461.3704
MEM 2016.390625 1738821461.4706
MEM 2016.390625 1738821461.5709
MEM 2016.390625 1738821461.6711
MEM 2016.390625 1738821461.7717
MEM 2016.390625 1738821461.8723
MEM 2016.390625 1738821461.9735
MEM 2016.390625 1738821462.0761
MEM 2016.390625 1738821462.1764
MEM 2016.390625 1738821462.2767
MEM 2016.390625 1738821462.3769
MEM 2016.390625 1738821462.4772
MEM 2016.390625 1738821462.5775
MEM 2016.390625 1738821462.6777
MEM 2016.390625 1738821462.7779
MEM 2016.390625 1738821462.8782
MEM 2024.390625 1738821462.9784
MEM 2024.390625 1738821463.0787
MEM 2024.390625 1738821463.1789
MEM 2024.390625 1738821463.2819
MEM 2024.390625 1738821463.3840
MEM 2024.390625 1738821463.4851
MEM 2024.390625 1738821463.5853
MEM 2024.390625 1738821463.6855
MEM 2032.515625 1738821463.7867
MEM 2032.515625 1738821463.8869
MEM 2040.640625 1738821463.9872
MEM 2040.640625 1738821464.0874
MEM 2040.765625 1738821464.1898
MEM 2040.765625 1738821464.2904
MEM 2040.765625 1738821464.3906
MEM 2040.765625 1738821464.4932
MEM 2040.765625 1738821464.5935
MEM 2040.765625 1738821464.6961
MEM 2040.765625 1738821464.7964
MEM 2040.765625 1738821464.8967
MEM 2048.765625 1738821464.9969
MEM 2048.765625 1738821465.0985
MEM 2048.765625 1738821465.1997
MEM 2048.890625 1738821465.3000
MEM 2056.890625 1738821465.4015
MEM 2056.890625 1738821465.5018
MEM 2056.890625 1738821465.6082
MEM 2056.890625 1738821465.7084
MEM 2056.890625 1738821465.8087
MEM 2056.890625 1738821465.9090
MEM 2057.015625 1738821466.0093
MEM 2057.015625 1738821466.1096
MEM 2057.015625 1738821466.2098
MEM 2057.140625 1738821466.3101
MEM 2065.140625 1738821466.4120
MEM 2065.140625 1738821466.5123
