CMDLINE /home/mamm/anaconda3/envs/agar/bin/python train_ppo.py
MEM 1435.046875 1738824055.4513
MEM 1435.046875 1738824055.5516
MEM 1435.046875 1738824055.6519
MEM 1435.046875 1738824055.7522
MEM 1435.046875 1738824055.8525
MEM 1435.046875 1738824055.9528
MEM 1435.046875 1738824056.0531
MEM 1435.046875 1738824056.1533
MEM 1435.046875 1738824056.2536
MEM 1435.046875 1738824056.3544
MEM 1435.046875 1738824056.4567
MEM 1435.046875 1738824056.5570
MEM 1435.046875 1738824056.6572
MEM 1435.046875 1738824056.7575
MEM 1435.046875 1738824056.8578
MEM 1435.046875 1738824056.9580
MEM 1435.046875 1738824057.0583
MEM 1435.046875 1738824057.1598
MEM 1435.046875 1738824057.2600
MEM 1435.046875 1738824057.3604
MEM 1435.046875 1738824057.4607
MEM 1435.046875 1738824057.5619
MEM 1435.046875 1738824057.6622
MEM 1435.046875 1738824057.7626
MEM 1435.046875 1738824057.8636
MEM 1435.046875 1738824057.9639
MEM 1435.046875 1738824058.0641
MEM 1435.046875 1738824058.1643
MEM 1435.046875 1738824058.2646
MEM 1435.046875 1738824058.3656
MEM 1435.046875 1738824058.4658
MEM 1435.046875 1738824058.5661
MEM 1435.046875 1738824058.6663
MEM 1435.046875 1738824058.7665
MEM 1435.046875 1738824058.8668
MEM 1435.046875 1738824058.9690
